0.1 0.11 0 -0.01003
0.11 0.12 0.0217391 -0.00505
0.12 0.13 0.5 0.01052
0.13 0.14 0.242424 0.00713
0.14 0.15 0.142857 0.00617
0.15 0.16 0.084507 0.00572
0.16 0.17 0.181818 0.00848
0.17 0.18 0.222222 0.00977
0.18 0.19 0.384615 0.00893
0.19 0.2 0.333333 0.00887
0.2 0.21 0.466667 0.00863
0.21 0.22 0.533333 0.00923
0.22 0.23 0.576923 0.00734
0.23 0.24 0.622222 0.00692
0.24 0.25 0.530612 0.00653
0.25 0.26 0.5 0.0074
0.26 0.27 0.666667 0.00725
0.27 0.28 0.555556 0.00566
0.28 0.29 0.657534 0.00551
0.29 0.3 0.648649 0.00674
0.3 0.31 0.6875 0.00713
0.31 0.32 0.612245 0.00653
0.32 0.33 0.577778 0.00608
0.33 0.34 0.701754 0.00584
0.34 0.35 0.652174 0.00662
0.35 0.36 0.793103 0.00644
0.36 0.37 0.774194 0.00719
0.37 0.38 0.702703 0.00692
0.38 0.39 0.636364 0.00611
0.39 0.4 0.761905 0.00611
0.4 0.41 0.708333 0.00614
0.41 0.42 0.852459 0.00602
0.42 0.43 0.912281 0.00671
0.43 0.44 0.88 0.00623
0.44 0.45 0.76 0.00611
0.45 0.46 0.888889 0.00623
0.46 0.47 0.892857 0.00647
0.47 0.48 0.8 0.00575
0.48 0.49 0.888889 0.005
0.49 0.5 0.916667 0.00485
0.5 0.51 0.897436 0.00563
0.51 0.52 0.894118 0.00452
0.52 0.53 0.915663 0.00578
0.53 0.54 0.948718 0.00458
0.54 0.55 0.966292 0.00497
0.55 0.56 0.930233 0.00563
0.56 0.57 0.936709 0.00575
0.57 0.58 0.943396 0.00395
0.58 0.59 0.953488 0.00446
0.59 0.6 0.945055 0.00539
0.6 0.61 0.96 0.00515
0.61 0.62 0.901099 0.00584
0.62 0.63 0.941176 0.00617
0.63 0.64 0.893204 0.00614
0.64 0.65 0.90625 0.00638
0.65 0.66 0.920635 0.00578
0.66 0.67 0.924242 0.0065
0.67 0.68 0.907563 0.00632
0.68 0.69 0.940171 0.00569
0.69 0.7 0.923077 0.00572
0.7 0.71 0.934211 0.00599
0.71 0.72 0.969697 0.00542
0.72 0.73 0.994413 0.00509
0.73 0.74 0.993289 0.00617
0.74 0.75 0.988764 0.00461
0.75 0.76 0.99435 0.00347
0.76 0.77 0.995475 0.00458
0.77 0.78 0.990291 0.00377
0.78 0.79 1 0.00356
0.79 0.8 0.995556 0.00329
0.8 0.81 1 0.00164
0.81 0.82 1 0.0044
0.82 0.83 1 0.0044
0.83 0.84 1 0.00437
0.84 0.85 0.996656 0.00047
0.85 0.86 1 -0.01003
0.86 0.87 1 -0.01003
0.87 0.88 1 0.0029
0.88 0.89 1 0.0029
0.89 0.9 1 0.00422
0.9 0.91 1 -0.01003
0.91 0.92 1 -0.01003
0.92 0.93 1 -0.01003
0.93 0.94 1 -0.01003
0.94 0.95 1 -0.01003
0.95 0.96 1 -0.01003
0.96 0.97 1 -0.01003
0.97 0.98 1 -0.01003
0.98 0.99 1 0.00359
0.99 1 1 -0.01003
1 1.01 1 -0.01003
1.01 1.02 0.998501 -0.01003
1.02 1.03 1 -0.01003
1.03 1.04 1 -0.01003
1.04 1.05 1 -0.01003
1.05 1.06 1 -0.01003
1.06 1.07 1 0.00335
1.07 1.08 1 -0.01003
1.08 1.09 1 -0.01003
1.09 1.1 1 -0.01003
1.1 1.11 1 -0.01003
1.11 1.12 1 -0.01003
1.12 1.13 1 -0.01003
1.13 1.14 1 -0.01003
1.14 1.15 0.997429 -0.01003
1.15 1.16 1 0.0059
1.16 1.17 1 -0.01003
1.17 1.18 1 -0.01003
1.18 1.19 1 -0.01003
1.19 1.2 1 -0.01003
1.2 1.21 1 0.00407
1.21 1.22 1 0.00407
1.22 1.23 1 0.0032
1.23 1.24 1 -0.01003
1.24 1.25 1 -0.01003
1.25 1.26 1 -0.01003
1.26 1.27 1 0.00485
1.27 1.28 1 -0.01003
1.28 1.29 1 0.00323
1.29 1.3 1 0.00323
1.3 1.31 1 -0.01003
1.31 1.32 1 -0.01003
1.32 1.33 1 -0.01003
1.33 1.34 1 -0.01003
1.34 1.35 1 -0.01003
1.35 1.36 1 -0.01003
1.36 1.37 1 -0.01003
1.37 1.38 1 0.00524
1.38 1.39 0 -0.01003
1.39 1.4 0 -0.01003
1.4 1.41 1 -0.01003
1.41 1.42 0 -0.01003
1.42 1.43 0 -0.01003
1.43 1.44 0 -0.01003
1.44 1.45 1 -0.01003
1.45 1.46 0 -0.01003
1.46 1.47 0 -0.01003
1.47 1.48 0 -0.01003
1.48 1.49 0 -0.01003
1.49 1.5 0 -0.01003
1.5 1.51 0 -0.01003
1.51 1.52 0 -0.01003
1.52 1.53 0 -0.01003
1.53 1.54 1 -0.01003
1.54 1.55 0 -0.01003
1.55 1.56 0 -0.01003
1.56 1.57 0 -0.01003
1.57 1.58 0 -0.01003
1.58 1.59 0 -0.01003
1.59 1.6 0 -0.01003
1.6 1.61 1 -0.01003
1.61 1.62 0 -0.01003
1.62 1.63 0 -0.01003
1.63 1.64 0 -0.01003
1.64 1.65 0 -0.01003
1.65 1.66 1 -0.01003
1.66 1.67 1 -0.01003
1.67 1.68 0 -0.01003
1.68 1.69 0 -0.01003
1.69 1.7 0 -0.01003
1.7 1.71 0 -0.01003
1.71 1.72 0 -0.01003
1.72 1.73 0 -0.01003
1.73 1.74 0 -0.01003
1.74 1.75 0 -0.01003
1.75 1.76 0 -0.01003
1.76 1.77 0 -0.01003
1.77 1.78 0 -0.01003
1.78 1.79 0 -0.01003
1.79 1.8 0 -0.01003
1.8 1.81 0 -0.01003
1.81 1.82 0 -0.01003
1.82 1.83 0 -0.01003
1.83 1.84 0 -0.01003
1.84 1.85 0 -0.01003
1.85 1.86 0 -0.01003
1.86 1.87 0 -0.01003
1.87 1.88 0 -0.01003
1.88 1.89 0 -0.01003
1.89 1.9 0.571429 0.00935
1.9 1.91 0.571429 0.00935
1.91 1.92 0.571429 0.00935
1.92 1.93 0.571429 0.00935
1.93 1.94 0.571429 0.00935
1.94 1.95 0.571429 0.00935
1.95 1.96 0.571429 0.00935
1.96 1.97 0.571429 0.00935
1.97 1.98 0.571429 0.00935
1.98 1.99 0.571429 0.00935
1.99 2 0.571429 0.00935
