-0.0099  11009  0
-0.0098  11009  0
-0.0097  11009  0
-0.0096  11009  1
-0.0095  11009  2
-0.0094  11009  2
-0.0093  11009  3
-0.0092  11009  3
-0.0091  11009  3
-0.009  11009  5
-0.0089  11009  5
-0.0088  11009  5
-0.0087  11009  5
-0.0086  11009  5
-0.0085  11009  5
-0.0084  11009  5
-0.0083  11009  6
-0.0082  11009  6
-0.0081  11009  7
-0.008  11009  7
-0.0079  11009  9
-0.0078  11009  10
-0.0077  11009  10
-0.0076  11009  13
-0.0075  11009  16
-0.0074  11009  17
-0.0073  11009  18
-0.0072  11009  22
-0.0071  11009  25
-0.007  11009  26
-0.0069  11009  33
-0.0068  11009  35
-0.0067  11009  37
-0.0066  11009  43
-0.0065  11009  44
-0.0064  11009  47
-0.0063  11009  50
-0.0062  11009  53
-0.0061  11009  58
-0.006  11009  63
-0.0059  11009  68
-0.0058  11009  74
-0.0057  11009  80
-0.0056  11009  86
-0.0055  11009  93
-0.0054  11009  105
-0.0053  11009  112
-0.0052  11009  117
-0.0051  11009  128
-0.005  11009  136
-0.0049  11009  144
-0.0048  11009  152
-0.0047  11009  164
-0.0046  11009  172
-0.0045  11009  187
-0.0044  11009  198
-0.0043  11009  211
-0.0042  11009  227
-0.0041  11009  239
-0.004  11009  254
-0.0039  11009  273
-0.0038  11009  283
-0.0037  11009  297
-0.0036  11009  318
-0.0035  11009  339
-0.0034  11009  355
-0.0033  11009  390
-0.0032  11009  407
-0.0031  11009  428
-0.003  11009  460
-0.0029  11009  483
-0.0028  11009  508
-0.0027  11009  542
-0.0026  11009  581
-0.0025  11009  614
-0.0024  11009  665
-0.0023  11009  693
-0.0022  11009  732
-0.0021  11009  787
-0.002  11009  831
-0.0019  11009  861
-0.0018  11009  911
-0.0017  11009  954
-0.0016  11009  998
-0.0015  11009  1057
-0.0014  11009  1105
-0.0013  11009  1169
-0.0012  11009  1268
-0.0011  11009  1326
-0.001  11009  1390
-0.0009  11009  1490
-0.0008  11009  1558
-0.0007  11009  1629
-0.0006  11009  1729
-0.0005  11009  1808
-0.0004  11009  1900
-0.0003  11009  2000
-0.0002  11009  2095
-0.0001  11009  2184
-5.44812e-18  11009  2298
0.0001  11009  2394
0.0002  11009  2484
0.0003  11009  2627
0.0004  11009  2728
0.0005  11009  2845
0.0006  11009  2995
0.0007  11009  3114
0.0008  11009  3221
0.0009  11009  3395
0.001  11009  3525
0.0011  11009  3644
0.0012  11009  3824
0.0013  11009  3953
0.0014  11009  4095
0.0015  11009  4284
0.0016  11009  4440
0.0017  11009  4591
0.0018  11009  4811
0.0019  11009  4947
0.002  11009  5113
0.0021  11009  5295
0.0022  11009  5459
0.0023  11009  5602
0.0024  11009  5839
0.0025  11009  5999
0.0026  11009  6165
0.0027  11009  6383
0.0028  11009  6540
0.0029  11009  6677
0.003  11009  6874
0.0031  11009  7037
0.0032  11009  7194
0.0033  11009  7416
0.0034  11009  7564
0.0035  11009  7717
0.0036  11009  7903
0.0037  11009  8037
0.0038  11009  8180
0.0039  11009  8342
0.004  11009  8452
0.0041  11009  8594
0.0042  11009  8741
0.0043  11009  8858
0.0044  11009  8955
0.0045  11009  9104
0.0046  11009  9202
0.0047  11009  9297
0.0048  11009  9435
0.0049  11009  9530
0.005  11009  9608
0.0051  11009  9707
0.0052  11009  9778
0.0053  11009  9833
0.0054  11009  9908
0.0055  11009  9971
0.0056  11009  10028
0.0057  11009  10105
0.0058  11009  10158
0.0059  11009  10198
0.006  11009  10255
0.0061  11009  10314
0.0062  11009  10370
0.0063  11009  10406
0.0064  11009  10442
0.0065  11009  10477
0.0066  11009  10502
0.0067  11009  10534
0.0068  11009  10562
0.0069  11009  10586
0.007  11009  10607
0.0071  11009  10639
0.0072  11009  10660
0.0073  11009  10684
0.0074  11009  10698
0.0075  11009  10718
0.0076  11009  10737
0.0077  11009  10754
0.0078  11009  10766
0.0079  11009  10777
0.008  11009  10798
0.0081  11009  10810
0.0082  11009  10817
0.0083  11009  10828
0.0084  11009  10836
0.0085  11009  10849
0.0086  11009  10861
0.0087  11009  10871
0.0088  11009  10874
0.0089  11009  10879
0.009  11009  10881
0.0091  11009  10887
0.0092  11009  10892
0.0093  11009  10897
0.0094  11009  10902
0.0095  11009  10905
0.0096  11009  10912
0.0097  11009  10917
0.0098  11009  10921
0.0099  11009  10925
0.01  11009  10928
0.0101  11009  10928
0.0102  11009  10932
0.0103  11009  10933
0.0104  11009  10934
0.0105  11009  10937
0.0106  11009  10941
0.0107  11009  10943
0.0108  11009  10944
0.0109  11009  10944
0.011  11009  10945
0.0111  11009  10947
0.0112  11009  10950
0.0113  11009  10950
0.0114  11009  10951
0.0115  11009  10951
0.0116  11009  10951
0.0117  11009  10951
0.0118  11009  10951
0.0119  11009  10953
0.012  11009  10953
0.0121  11009  10953
0.0122  11009  10953
0.0123  11009  10953
0.0124  11009  10953
0.0125  11009  10953
0.0126  11009  10953
0.0127  11009  10953
0.0128  11009  10953
0.0129  11009  10953
0.013  11009  10953
0.0131  11009  10953
0.0132  11009  10953
0.0133  11009  10953
0.0134  11009  10953
0.0135  11009  10953
0.0136  11009  10953
0.0137  11009  10953
0.0138  11009  10953
0.0139  11009  10953
0.014  11009  10953
0.0141  11009  10953
0.0142  11009  10954
0.0143  11009  10954
0.0144  11009  10954
0.0145  11009  10954
0.0146  11009  10954
0.0147  11009  10954
0.0148  11009  10954
0.0149  11009  10954
0.015  11009  10954
0.0151  11009  10954
0.0152  11009  10954
0.0153  11009  10954
0.0154  11009  10954
0.0155  11009  10954
0.0156  11009  10954
0.0157  11009  10954
0.0158  11009  10954
0.0159  11009  10954
0.016  11009  10954
0.0161  11009  10954
0.0162  11009  10954
0.0163  11009  10954
0.0164  11009  10954
0.0165  11009  10954
0.0166  11009  10954
0.0167  11009  10954
0.0168  11009  10954
0.0169  11009  10954
0.017  11009  10954
0.0171  11009  10955
0.0172  11009  10955
0.0173  11009  10955
0.0174  11009  10955
0.0175  11009  10955
0.0176  11009  10955
0.0177  11009  10956
0.0178  11009  10956
0.0179  11009  10956
0.018  11009  10956
0.0181  11009  10956
0.0182  11009  10956
0.0183  11009  10956
0.0184  11009  10956
0.0185  11009  10956
0.0186  11009  10956
0.0187  11009  10956
0.0188  11009  10956
0.0189  11009  10956
0.019  11009  10956
0.0191  11009  10956
0.0192  11009  10956
0.0193  11009  10956
0.0194  11009  10956
0.0195  11009  10956
0.0196  11009  10957
0.0197  11009  10957
0.0198  11009  10957
0.0199  11009  10957
0.02  11009  10957
0.0201  11009  10959
0.0202  11009  10959
0.0203  11009  10959
0.0204  11009  10959
0.0205  11009  10959
0.0206  11009  10959
0.0207  11009  10959
0.0208  11009  10959
0.0209  11009  10959
0.021  11009  10959
0.0211  11009  10959
0.0212  11009  10959
0.0213  11009  10959
0.0214  11009  10959
0.0215  11009  10959
0.0216  11009  10959
0.0217  11009  10959
0.0218  11009  10959
0.0219  11009  10959
0.022  11009  10959
0.0221  11009  10959
0.0222  11009  10959
0.0223  11009  10959
0.0224  11009  10959
0.0225  11009  10959
0.0226  11009  10959
0.0227  11009  10959
0.0228  11009  10959
0.0229  11009  10959
0.023  11009  10959
0.0231  11009  10959
0.0232  11009  10959
0.0233  11009  10959
0.0234  11009  10959
0.0235  11009  10959
0.0236  11009  10959
0.0237  11009  10959
0.0238  11009  10959
0.0239  11009  10959
0.024  11009  10959
0.0241  11009  10959
0.0242  11009  10959
0.0243  11009  10959
0.0244  11009  10959
0.0245  11009  10959
0.0246  11009  10959
0.0247  11009  10959
0.0248  11009  10959
0.0249  11009  10959
0.025  11009  10959
0.0251  11009  10959
0.0252  11009  10959
0.0253  11009  10959
0.0254  11009  10959
0.0255  11009  10959
0.0256  11009  10959
0.0257  11009  10959
0.0258  11009  10959
0.0259  11009  10959
0.026  11009  10959
0.0261  11009  10959
0.0262  11009  10959
0.0263  11009  10959
0.0264  11009  10959
0.0265  11009  10959
0.0266  11009  10959
0.0267  11009  10959
0.0268  11009  10959
0.0269  11009  10959
0.027  11009  10959
0.0271  11009  10959
0.0272  11009  10959
0.0273  11009  10959
0.0274  11009  10959
0.0275  11009  10959
0.0276  11009  10959
0.0277  11009  10959
0.0278  11009  10959
0.0279  11009  10959
0.028  11009  10959
0.0281  11009  10959
0.0282  11009  10959
0.0283  11009  10959
0.0284  11009  10959
0.0285  11009  10959
0.0286  11009  10959
0.0287  11009  10959
0.0288  11009  10959
0.0289  11009  10959
0.029  11009  10959
0.0291  11009  10959
0.0292  11009  10959
0.0293  11009  10959
0.0294  11009  10959
0.0295  11009  10959
0.0296  11009  10959
0.0297  11009  10959
0.0298  11009  10959
0.0299  11009  10959
0.03  11009  10959
