0.1 0.11 0 -0.004
0.11 0.12 0.0240964 0.804
0.12 0.13 0.333333 0.688
0.13 0.14 0.16 0.696
0.14 0.15 0.0518732 0.796
0.15 0.16 0.047619 0.672
0.16 0.17 0.125 0.696
0.17 0.18 0.0888889 0.66
0.18 0.19 0.153846 0.668
0.19 0.2 0.150943 0.648
0.2 0.21 0.161616 0.672
0.21 0.22 0.25 0.648
0.22 0.23 0.358974 0.636
0.23 0.24 0.421053 0.656
0.24 0.25 0.392857 0.656
0.25 0.26 0.368421 0.648
0.26 0.27 0.48 0.636
0.27 0.28 0.32 0.664
0.28 0.29 0.408163 0.664
0.29 0.3 0.358209 0.66
0.3 0.31 0.30303 0.648
0.31 0.32 0.408163 0.648
0.32 0.33 0.315789 0.66
0.33 0.34 0.526316 0.656
0.34 0.35 0.428571 0.66
0.35 0.36 0.5 0.652
0.36 0.37 0.529412 0.648
0.37 0.38 0.518519 0.66
0.38 0.39 0.407407 0.66
0.39 0.4 0.613333 0.66
0.4 0.41 0.509804 0.656
0.41 0.42 0.625 0.656
0.42 0.43 0.642857 0.652
0.43 0.44 0.565217 0.648
0.44 0.45 0.441558 0.664
0.45 0.46 0.641509 0.652
0.46 0.47 0.615385 0.66
0.47 0.48 0.57971 0.652
0.48 0.49 0.635294 0.66
0.49 0.5 0.693333 0.668
0.5 0.51 0.772727 0.668
0.51 0.52 0.790698 0.668
0.52 0.53 0.774194 0.668
0.53 0.54 0.805556 0.664
0.54 0.55 0.857143 0.664
0.55 0.56 0.847826 0.668
0.56 0.57 0.875 0.664
0.57 0.58 0.882353 0.664
0.58 0.59 0.850575 0.664
0.59 0.6 0.82 0.672
0.6 0.61 0.803571 0.672
0.61 0.62 0.765957 0.66
0.62 0.63 0.752 0.66
0.63 0.64 0.627119 0.66
0.64 0.65 0.658228 0.66
0.65 0.66 0.666667 0.656
0.66 0.67 0.702703 0.656
0.67 0.68 0.725806 0.652
0.68 0.69 0.730435 0.652
0.69 0.7 0.689266 0.664
0.7 0.71 0.816568 0.664
0.71 0.72 0.855814 0.668
0.72 0.73 0.935484 0.664
0.73 0.74 0.905405 0.66
0.74 0.75 0.951872 0.676
0.75 0.76 0.977273 0.676
0.76 0.77 0.960699 0.68
0.77 0.78 0.967136 0.684
0.78 0.79 0.985075 0.684
0.79 0.8 0.9869 0.692
0.8 0.81 0.991803 0.704
0.81 0.82 0.992481 0.684
0.82 0.83 0.992701 0.692
0.83 0.84 0.996198 0.672
0.84 0.85 0.996656 0.676
0.85 0.86 1 0.676
0.86 0.87 1 0.684
0.87 0.88 0.996904 0.68
0.88 0.89 0.997183 0.684
0.89 0.9 0.997429 0.688
0.9 0.91 1 0.68
0.91 0.92 1 0.68
0.92 0.93 1 0.688
0.93 0.94 1 0.676
0.94 0.95 1 0.68
0.95 0.96 1 0.68
0.96 0.97 1 0.676
0.97 0.98 1 0.68
0.98 0.99 0.998198 0.688
0.99 1 1 0.68
1 1.01 1 0.676
1.01 1.02 0.998501 0.68
1.02 1.03 1 0.68
1.03 1.04 1 0.672
1.04 1.05 1 0.68
1.05 1.06 1 0.672
1.06 1.07 1 0.68
1.07 1.08 1 0.68
1.08 1.09 0.998527 0.68
1.09 1.1 1 0.68
1.1 1.11 1 0.672
1.11 1.12 1 0.676
1.12 1.13 1 0.668
1.13 1.14 1 0.672
1.14 1.15 0.997429 0.664
1.15 1.16 0.997015 0.668
1.16 1.17 1 0.664
1.17 1.18 1 0.668
1.18 1.19 1 0.664
1.19 1.2 1 0.664
1.2 1.21 0.994012 0.676
1.21 1.22 0.992366 0.668
1.22 1.23 1 0.668
1.23 1.24 1 0.664
1.24 1.25 1 0.66
1.25 1.26 1 0.66
