1.26 1.27 1 0.656
1.27 1.28 1 0.668
1.28 1.29 1 0.668
1.29 1.3 1 0.66
1.3 1.31 1 0.652
1.31 1.32 1 0.652
1.32 1.33 1 0.648
1.33 1.34 1 0.648
1.34 1.35 1 0.656
1.35 1.36 1 0.652
1.36 1.37 1 0.648
1.37 1.38 1 0.636
1.38 1.39 0 -0.004
1.39 1.4 0 -0.004
1.4 1.41 1 0.624
1.41 1.42 0 -0.004
1.42 1.43 0 -0.004
1.43 1.44 0 -0.004
1.44 1.45 1 0.36
1.45 1.46 0 -0.004
1.46 1.47 0 -0.004
1.47 1.48 0 -0.004
1.48 1.49 0 -0.004
1.49 1.5 0 -0.004
1.5 1.51 0 -0.004
1.51 1.52 0 -0.004
1.52 1.53 0 -0.004
1.53 1.54 1 0.668
1.54 1.55 0 -0.004
1.55 1.56 0 -0.004
1.56 1.57 0 -0.004
1.57 1.58 0 -0.004
1.58 1.59 0 -0.004
1.59 1.6 0 -0.004
1.6 1.61 1 0.648
1.61 1.62 0 -0.004
1.62 1.63 0 -0.004
1.63 1.64 0 -0.004
1.64 1.65 0 -0.004
1.65 1.66 1 0.468
1.66 1.67 1 0.628
1.67 1.68 0 -0.004
1.68 1.69 0 -0.004
1.69 1.7 0 -0.004
1.7 1.71 0 -0.004
1.71 1.72 0 -0.004
1.72 1.73 0 -0.004
1.73 1.74 0 -0.004
1.74 1.75 0 -0.004
1.75 1.76 0 -0.004
1.76 1.77 0 -0.004
1.77 1.78 0 -0.004
1.78 1.79 0 -0.004
1.79 1.8 0 -0.004
1.8 1.81 0 -0.004
1.81 1.82 0 -0.004
1.82 1.83 0 -0.004
1.83 1.84 0 -0.004
1.84 1.85 0 -0.004
1.85 1.86 0 -0.004
1.86 1.87 0 -0.004
1.87 1.88 0 -0.004
1.88 1.89 0 -0.004
1.89 1.9 0.5 0.636
1.9 1.91 0.5 0.636
1.91 1.92 0.5 0.636
1.92 1.93 0.5 0.636
1.93 1.94 0.5 0.636
1.94 1.95 0.5 0.636
1.95 1.96 0.5 0.636
1.96 1.97 0.5 0.636
1.97 1.98 0.5 0.636
1.98 1.99 0.5 0.636
1.99 2 0.5 0.636
