10 0.1 0.2 0.068323 0.124
20 0.1 0.2 0.0744681 0.168
30 0.1 0.2 0.0769936 0.228
40 0.1 0.2 0.0846906 0.24
50 0.1 0.2 0.109589 0.264
60 0.1 0.2 0.131868 0.328
70 0.1 0.2 0.156379 0.364
80 0.1 0.2 0.185185 0.388
90 0.1 0.2 0.186335 0.42
100 0.1 0.2 0.185185 0.448
110 0.1 0.2 0.182692 0.484
120 0.1 0.2 0.176871 0.496
130 0.1 0.2 0.153846 0.532
140 0.1 0.2 0.157143 0.54
150 0.1 0.2 0.145985 0.56
160 0.1 0.2 0.150943 0.584
170 0.1 0.2 0.130178 0.604
180 0.1 0.2 0.107023 0.636
190 0.1 0.2 0.097619 0.68
10 0.2 0.3 0.147392 0.068
20 0.2 0.3 0.198915 0.112
30 0.2 0.3 0.256121 0.164
40 0.2 0.3 0.294872 0.212
50 0.2 0.3 0.319202 0.256
60 0.2 0.3 0.370526 0.304
70 0.2 0.3 0.393064 0.336
80 0.2 0.3 0.4273 0.372
90 0.2 0.3 0.428571 0.408
100 0.2 0.3 0.457831 0.436
110 0.2 0.3 0.430657 0.456
120 0.2 0.3 0.404984 0.488
130 0.2 0.3 0.402878 0.508
140 0.2 0.3 0.361396 0.548
150 0.2 0.3 0.362473 0.568
160 0.2 0.3 0.352357 0.584
170 0.2 0.3 0.341365 0.608
180 0.2 0.3 0.335766 0.628
190 0.2 0.3 0.32967 0.644
10 0.3 0.4 0.22787 0.06
20 0.3 0.4 0.300112 0.108
30 0.3 0.4 0.389535 0.156
40 0.3 0.4 0.45933 0.196
50 0.3 0.4 0.504717 0.244
60 0.3 0.4 0.532374 0.288
70 0.3 0.4 0.547461 0.332
80 0.3 0.4 0.575472 0.368
90 0.3 0.4 0.587156 0.404
100 0.3 0.4 0.590571 0.432
110 0.3 0.4 0.571429 0.468
120 0.3 0.4 0.556474 0.484
130 0.3 0.4 0.556075 0.516
140 0.3 0.4 0.547564 0.54
150 0.3 0.4 0.528 0.556
160 0.3 0.4 0.517711 0.576
170 0.3 0.4 0.514161 0.604
180 0.3 0.4 0.488613 0.624
190 0.3 0.4 0.458015 0.644
10 0.4 0.5 0.289294 0.048
20 0.4 0.5 0.377358 0.092
30 0.4 0.5 0.47561 0.14
40 0.4 0.5 0.587973 0.188
50 0.4 0.5 0.627376 0.24
60 0.4 0.5 0.683694 0.284
70 0.4 0.5 0.715177 0.324
80 0.4 0.5 0.732283 0.364
90 0.4 0.5 0.745174 0.4
100 0.4 0.5 0.72549 0.432
110 0.4 0.5 0.712177 0.464
120 0.4 0.5 0.707753 0.488
130 0.4 0.5 0.699793 0.512
140 0.4 0.5 0.676806 0.54
150 0.4 0.5 0.662551 0.56
160 0.4 0.5 0.646272 0.584
170 0.4 0.5 0.622642 0.604
180 0.4 0.5 0.597345 0.616
190 0.4 0.5 0.58 0.644
10 0.5 0.6 0.646 0.052
20 0.5 0.6 0.690171 0.1
30 0.5 0.6 0.755177 0.148
40 0.5 0.6 0.793238 0.196
50 0.5 0.6 0.833333 0.244
60 0.5 0.6 0.853261 0.288
70 0.5 0.6 0.872 0.332
80 0.5 0.6 0.88042 0.372
90 0.5 0.6 0.881266 0.408
100 0.5 0.6 0.876463 0.444
110 0.5 0.6 0.873786 0.468
120 0.5 0.6 0.869806 0.496
130 0.5 0.6 0.868085 0.52
140 0.5 0.6 0.865385 0.548
150 0.5 0.6 0.860215 0.572
160 0.5 0.6 0.861833 0.592
170 0.5 0.6 0.847503 0.612
180 0.5 0.6 0.846051 0.632
190 0.5 0.6 0.835509 0.652
